filename	event_labels
Y8PEZ-eB_ZcE_30.000_40.000.wav	Dog
YVAbaPPhzsls_170.000_180.000.wav	Alarm_bell_ringing,Running_water,Speech
YqrKfj7aEDQw_100.000_110.000.wav	Blender,Speech
Y1ADX6EHNThE_30.000_40.000.wav	Dog
Y-7TkOxpkbwM_30.000_40.000.wav	Dog,Speech
YsRZxwRIH9RI_60.000_70.000.wav	Alarm_bell_ringing,Speech
Ys2Upawz5nIU_20.000_30.000.wav	Speech
YUow_OMUXsPM_0.000_10.000.wav	Speech,Vacuum_cleaner
Y1GzXNCz67xo_10.000_20.000.wav	Dog
YiRz6Rf-glfY_200.000_210.000.wav	Alarm_bell_ringing
YO1hQioHZ_FA_30.000_40.000.wav	Speech
Y0jTGXM7yEqs_30.000_40.000.wav	Dog,Speech
YSFRGxuf5ws4_30.000_40.000.wav	Electric_shaver_toothbrush
YWgwAKOVBFKU_370.000_380.000.wav	Alarm_bell_ringing,Speech
Y-VDtEHmms0A_30.000_40.000.wav	Speech
Ycuqtw0FspLo_30.000_40.000.wav	Vacuum_cleaner
YiTuQShlRYMw_140.000_150.000.wav	Blender,Speech
YSBLtku0mdCg_20.000_30.000.wav	Vacuum_cleaner
YfMNciRCOMOU_20.000_30.000.wav	Running_water,Speech
Yd5zpuVDFS38_430.000_440.000.wav	Dishes,Speech
YhCYWipOxiVY_340.000_350.000.wav	Alarm_bell_ringing
YmmDmHoP-UtQ_30.000_40.000.wav	Speech
Y0mDkebaAeLI_120.000_130.000.wav	Dog,Speech
YP6NXNGPa5Ao_10.000_20.000.wav	Running_water
Y3oeK4YnzlI8_10.000_20.000.wav	Dog
YTrjidZpiCjE_40.000_50.000.wav	Vacuum_cleaner
Y51I8U2iWrpM_30.000_40.000.wav	Dishes,Frying,Speech
Y35pEchTsHOI_10.000_20.000.wav	Dog
Y2UZmUuUPqr8_90.000_100.000.wav	Dishes,Frying,Speech
Yb8V5qYDf6Nw_0.000_10.000.wav	Vacuum_cleaner
Yn5HClSxFs_M_440.000_450.000.wav	Speech,Vacuum_cleaner
YFx6ebB-TSvY_30.000_40.000.wav	Blender
YFONZHPp4wYs_50.000_60.000.wav	Blender,Speech
Yelzob9t5h40_70.000_80.000.wav	Alarm_bell_ringing,Speech
Ym8jMfbXd_7I_50.000_60.000.wav	Frying,Speech
YeNgLIZdFY6o_60.000_70.000.wav	Running_water
YHP03EqqflxM_290.000_300.000.wav	Blender,Speech
Y0kY6vhTc4yE_220.000_230.000.wav	Speech
Y2SDFkDb72Vg_0.000_10.000.wav	Dog,Speech
YWTGQDhvRv1M_170.000_180.000.wav	Dishes,Frying,Speech
YjjhwoCvKw9w_0.000_8.000.wav	Alarm_bell_ringing
YaHwAIMz34f8_40.000_50.000.wav	Running_water
YsVO7HeE8yNo_100.000_110.000.wav	Vacuum_cleaner
YGtyp2DtLehs_10.000_20.000.wav	Cat
Ycagoew0eIK4_100.000_110.000.wav	Running_water
YsRjvfNvzrpw_0.000_10.000.wav	Running_water
YQaCzYQq_c4M_0.000_10.000.wav	Running_water
Y9BwworQpiL0_30.000_40.000.wav	Running_water
YSLfk3svw4A4_30.000_40.000.wav	Dishes,Speech
YadlCboR7J5I_30.000_40.000.wav	Dog
Y01zET900_vA_23.000_33.000.wav	Dog
YI-s-u9oRH_E_50.000_60.000.wav	Vacuum_cleaner
Y41M325kO4jw_0.000_10.000.wav	Dog,Speech
YLBHpfs82XAg_110.000_120.000.wav	Dishes,Speech
Y5C2QIcCAWKA_50.000_60.000.wav	Dog,Speech
Y1dmz0KR31Xg_30.000_40.000.wav	Dog,Speech
YRIKi_0nuJbE_260.000_270.000.wav	Frying,Speech
Ygs27SLq-BG4_280.000_290.000.wav	Speech,Vacuum_cleaner
Y0oRAaQIm8zU_60.000_70.000.wav	Dog
Yg8cJ5v9Zx2s_60.000_70.000.wav	Running_water
Yw_eLQSPloVI_200.000_210.000.wav	Alarm_bell_ringing,Speech
YSdFrGP-fvjg_60.000_70.000.wav	Alarm_bell_ringing,Speech
YE4OL2DNYVKc_0.000_10.000.wav	Running_water
YEjUaVOx32mQ_170.000_180.000.wav	Vacuum_cleaner
YlOOvDYNQHPw_120.000_130.000.wav	Alarm_bell_ringing
YlBKVg4pbL3E_30.000_40.000.wav	Frying
YOdDt6Bc8qtw_20.000_30.000.wav	Running_water
YF2SL_SkXsuk_20.000_30.000.wav	Vacuum_cleaner
Y1NkxMP5GM0o_240.000_250.000.wav	Vacuum_cleaner
YOvjZomZu_eQ_200.000_210.000.wav	Dishes,Speech
YvX7drW6uv54_270.000_280.000.wav	Blender
YVmvSCp71_ls_170.000_180.000.wav	Frying,Speech
YaT1RnmYqqxA_30.000_40.000.wav	Dishes,Speech
YCmYS9vlo-9Q_30.000_40.000.wav	Vacuum_cleaner
Y-K2G4ofiEQc_19.000_29.000.wav	Dog
Y2QsdKVHn21M_40.000_50.000.wav	Dishes,Speech
YI6MNWNe40HI_440.000_450.000.wav	Vacuum_cleaner
YaJ91lmVpbpY_140.000_150.000.wav	Frying,Speech
Y9C8_1UneRAQ_270.000_280.000.wav	Dishes,Speech
Y99JQLwEpusc_220.000_230.000.wav	Running_water
Y-Xa-AmWQ71E_30.000_40.000.wav	Cat
YXBSo8qzLql8_100.000_110.000.wav	Vacuum_cleaner
YMacPlRrWqLI_70.000_80.000.wav	Vacuum_cleaner
Y5xTBs7jr2FQ_270.000_280.000.wav	Dishes,Speech
YwdHp7Oflx2M_60.000_70.000.wav	Running_water,Speech
Y1x_WiAfYTmo_30.000_40.000.wav	Speech
Yed1pw1EHbKY_20.000_30.000.wav	Running_water
YfU5HniFjJuA_340.000_350.000.wav	Dishes,Speech
YZYMf4x0-vYA_240.000_250.000.wav	Dishes,Speech
YPSf0eZECrWM_410.000_420.000.wav	Frying,Speech
YtzIurihMFps_40.000_50.000.wav	Vacuum_cleaner
YdSoPoaIOQdQ_70.000_80.000.wav	Running_water
Y3SpsWox24m8_20.000_30.000.wav	Dog
Y2FIHBYSXqP8_1.000_11.000.wav	Speech
YtRzj2vQ1xYQ_50.000_60.000.wav	Running_water
Y5-VdQ476qJ8_30.000_40.000.wav	Cat
Y3x6IGpZ8uDk_20.000_30.000.wav	Cat,Speech
YW6Mt76_siJM_60.000_70.000.wav	Running_water
YyCZ6bT3mpow_190.000_200.000.wav	Running_water,Speech
Ys-DgOFe-Tdg_0.000_10.000.wav	Running_water
Y-Ub-7jNnSx8_0.000_10.000.wav	Alarm_bell_ringing
Y6ISdieaeErs_520.000_530.000.wav	Running_water
Ys5H8jb4M7P0_170.000_180.000.wav	Speech,Vacuum_cleaner
YagcHZwc8NAs_30.000_40.000.wav	Speech
YHQdH-YEk7fc_80.000_90.000.wav	Frying
Yig8YryOiKFI_30.000_40.000.wav	Vacuum_cleaner
Ygc-xrYHUQIo_0.000_10.000.wav	Running_water
Ykac4b6bKBYo_0.000_10.000.wav	Alarm_bell_ringing,Speech
Y1_1UvZM6TrA_0.000_10.000.wav	Dog
YOaXr8Ns_o9g_80.000_90.000.wav	Vacuum_cleaner
Yt9Opthy956U_590.000_600.000.wav	Dishes,Speech
YFHnzqKaX93s_60.000_70.000.wav	Running_water
YdzxX_vLrOro_0.000_10.000.wav	Speech
YImYMu1az9pc_110.000_120.000.wav	Blender
YAtHewToyLTc_21.000_31.000.wav	Cat,Speech
YG6FxoIbhWUA_30.000_40.000.wav	Running_water
Yfljgm1dHv0Y_0.000_10.000.wav	Alarm_bell_ringing
YLRMeS6FzpwU_20.000_30.000.wav	Dog
YraXE9JRtcHQ_40.000_50.000.wav	Electric_shaver_toothbrush
YeAgX4dUwQc8_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y5OX7vWxi2RI_30.000_40.000.wav	Speech
YUc85r1ZwOC8_20.000_30.000.wav	Dishes,Speech
YjQw2BHWmXek_130.000_140.000.wav	Blender,Speech
Y3cYp8wYJ82E_30.000_40.000.wav	Speech
Y2mn9MWLKKVc_230.000_240.000.wav	Speech
YM41ZjWeclo4_70.000_80.000.wav	Dishes,Speech
Y3-jEwNQbplY_10.000_20.000.wav	Speech
Y5S6J-aM-BAU_70.000_80.000.wav	Running_water
Y15Zn6L_tVWs_4.000_14.000.wav	Cat
YGiVGqnpg1es_410.000_420.000.wav	Dishes,Speech
YrG9XrdIVTDw_410.000_420.000.wav	Blender,Speech
Y3ywooV-SVSI_30.000_40.000.wav	Dog
YHOlrjeBEiw4_170.000_180.000.wav	Frying,Speech
Yp2bZLktvIPo_130.000_140.000.wav	Alarm_bell_ringing,Speech
YXdbeDR8lWeE_190.000_200.000.wav	Blender
Yjw8SHqJHk_M_21.000_31.000.wav	Running_water
Y8Q-OMF3jDZQ_30.000_40.000.wav	Vacuum_cleaner
Y2fTkFy2q_oA_30.000_40.000.wav	Dog
Y2VrebSkOf-k_30.000_40.000.wav	Dog,Speech
YsqtADp4g3ao_30.000_40.000.wav	Alarm_bell_ringing,Speech
YBCpgP_VTy74_30.000_40.000.wav	Frying,Speech
YpHZT4hbd6cE_80.000_90.000.wav	Running_water,Speech
YCLwLiNEJAGc_240.000_250.000.wav	Dishes,Speech
Y0CNTKC8MfFY_6.000_16.000.wav	Cat,Speech
Y-AWooU1PDiM_70.000_80.000.wav	Dog
Y3R-gcccI3Kk_10.000_20.000.wav	Dog
Y1jLU6lA5j8U_30.000_40.000.wav	Dog,Speech
YzXDhSX3cP0M_0.000_10.000.wav	Speech
YZhCsDapwQJo_50.000_60.000.wav	Speech
YGCo53AjbW34_0.000_10.000.wav	Cat
Y2_nfte8TmTk_25.000_35.000.wav	Dog
Y1leM1Pa4tQM_14.000_24.000.wav	Cat,Speech
Y-49HTaaNAjk_10.000_20.000.wav	Dog
YmDs0C4JDqH8_120.000_130.000.wav	Speech,Vacuum_cleaner
Y-OwCXCN1NsY_490.000_500.000.wav	Electric_shaver_toothbrush,Speech
Y0qzPGfRsjT4_30.000_40.000.wav	Dog
YhOVjFLrOMME_30.000_40.000.wav	Dishes,Running_water,Speech
YfZLbR41uk_M_30.000_40.000.wav	Speech
YIkuVEWqHg7Y_500.000_510.000.wav	Dishes,Speech
Y3qDBJbugPoI_30.000_40.000.wav	Dog
Y3A2nb_oNhjA_130.000_140.000.wav	Dog
YuOBweoRmqQA_110.000_120.000.wav	Vacuum_cleaner
YdlYRZXZl3H0_50.000_60.000.wav	Running_water
YP5yy31DZhdU_10.000_20.000.wav	Frying,Speech
YteP-z4DxpbI_50.000_60.000.wav	Dishes
YOY-sqeshwdo_30.000_40.000.wav	Running_water
YCdMOTybEgYg_170.000_180.000.wav	Alarm_bell_ringing
YEGTwJsZ4Jw8_0.000_10.000.wav	Dog
YyddmRLsCUnM_100.000_110.000.wav	Blender,Speech
Y6vZx3xyZyFw_5.000_15.000.wav	Cat
Y-aOBjxiGef0_480.000_490.000.wav	Alarm_bell_ringing,Speech
YG0ZBPVrqsu0_140.000_150.000.wav	Dishes,Speech
YTpIJ5FBARQQ_410.000_420.000.wav	Frying,Speech
YFdvS5DRc_nE_50.000_60.000.wav	Running_water
YXVPyEsGtu2M_0.000_10.000.wav	Vacuum_cleaner
Yzjci9e4DTHg_60.000_70.000.wav	Alarm_bell_ringing,Speech
Y35XH-RWB5XM_50.000_60.000.wav	Dog
YUKjkHKr-05E_40.000_50.000.wav	Speech
Y46CuWLQ9uB8_30.000_40.000.wav	Dog
Ylutd3H7EI7A_300.000_310.000.wav	Dishes,Speech
Y1lxcvVh5gd4_30.000_40.000.wav	Speech
Yrw7A8gr2nms_30.000_40.000.wav	Running_water
Y3DeZo8Ty-Uc_29.000_39.000.wav	Dog
YzTS0scvtq3g_30.000_40.000.wav	Alarm_bell_ringing
Y0ZmnmChNh1A_40.000_50.000.wav	Dog,Speech
YlF7q-2GSNAg_60.000_70.000.wav	Running_water
YRmRAPmFxwPE_0.000_10.000.wav	Running_water,Speech
Y09Aj1Dxuqgc_30.000_40.000.wav	Speech
Ymrn9qUSGu3c_150.000_160.000.wav	Dishes,Frying,Speech
YSOvdoq3ijuc_10.000_20.000.wav	Running_water
YtLzDMXE4R5I_330.000_340.000.wav	Dishes,Speech
YlqB9VxQmmV0_10.000_20.000.wav	Running_water
YbuDAD_rD3k4_220.000_230.000.wav	Vacuum_cleaner
Y6wO5CC3vLVU_30.000_40.000.wav	Speech
Y706Lzd73Ib4_50.000_60.000.wav	Running_water,Speech
YnUGu8MB9o8Y_0.000_10.000.wav	Blender
YwnbSqyjPQs0_80.000_90.000.wav	Running_water
YRFWeR2e4RAU_40.000_50.000.wav	Blender,Speech
YlK9vjnnyP1Q_190.000_200.000.wav	Dishes,Frying,Speech
YGAdK8xH8GdU_60.000_70.000.wav	Speech,Vacuum_cleaner
Y6ip72AF6DiY_300.000_310.000.wav	Vacuum_cleaner
YfSN-y5uxEC4_110.000_120.000.wav	Dishes,Speech
YdBJgGZ_RRco_50.000_60.000.wav	Dishes,Frying,Speech
Y-QEfN8wMTnE_30.000_40.000.wav	Running_water,Speech
Yu7LFyMkmpnE_70.000_80.000.wav	Running_water
Y3thwZDqP4V0_13.000_23.000.wav	Dog
YHFlfGXEdQXU_30.000_40.000.wav	Vacuum_cleaner
Y4MYmnpPvBmo_80.000_90.000.wav	Vacuum_cleaner
Y3v_SUCnCrpI_130.000_140.000.wav	Dishes,Frying,Speech
YVGgQ2zyaClY_30.000_40.000.wav	Vacuum_cleaner
YsvvoIP-TZIo_110.000_120.000.wav	Alarm_bell_ringing,Speech
YrbZQCaD6lLQ_230.000_240.000.wav	Electric_shaver_toothbrush,Speech
YEAavnztXQ6Q_0.000_10.000.wav	Alarm_bell_ringing,Speech
Y_KxEGSA-J9Y_380.000_390.000.wav	Running_water,Speech
YEPCTznmNcNw_0.000_10.000.wav	Alarm_bell_ringing,Speech
YTnGq0xPZJ5w_220.000_230.000.wav	Dishes,Frying,Speech
YvOfUwMoqDDI_30.000_40.000.wav	Running_water,Speech
YX59JD1DFckQ_280.000_290.000.wav	Speech
Y18TH1jBMzXY_30.000_40.000.wav	Speech
YoHfoEcqtWgs_110.000_120.000.wav	Running_water,Speech
YnXMoFd7hvBQ_0.000_10.000.wav	Alarm_bell_ringing,Speech
YZVDxV_bYtPM_30.000_40.000.wav	Running_water
YS61tsXE74i0_80.000_90.000.wav	Electric_shaver_toothbrush,Speech
YuHsNIMNNWd8_150.000_160.000.wav	Running_water
Y89KtzkviZeo_140.000_150.000.wav	Speech,Vacuum_cleaner
YZCgjwmdv_ms_160.000_170.000.wav	Blender,Speech
Y4_qnGJihHvM_170.000_180.000.wav	Dishes,Speech
YBz282CUN0q4_320.000_330.000.wav	Electric_shaver_toothbrush,Speech
YFuqVtxEN-mI_210.000_220.000.wav	Dishes,Frying,Speech
YNYxqXfaW1oc_520.000_530.000.wav	Dishes,Frying
YzuPDiwh81z0_10.000_20.000.wav	Dishes,Frying,Speech
YqvRRztfNqIs_220.000_230.000.wav	Blender,Speech
YSB360ZaINHQ_0.000_10.000.wav	Running_water
Yr2y3lEoLzuM_240.000_250.000.wav	Dishes,Speech
YWm4Fr3-RlgM_160.000_170.000.wav	Blender,Speech
YJGklNNHZBnI_30.000_40.000.wav	Cat,Speech
Y3Zxadvp6vyk_30.000_40.000.wav	Dog
YGXKUTV0YA3A_30.000_40.000.wav	Cat
Y432qBwJpD7k_40.000_50.000.wav	Dog,Speech
Y3y27gVtpad4_30.000_40.000.wav	Dog
YH18EFmywgXc_70.000_80.000.wav	Dishes,Running_water,Speech
YM6U6QhpxRrs_210.000_220.000.wav	Dog,Speech
YbQAieNnDXmY_30.000_40.000.wav	Cat,Speech
YgcBU3e1Dv0w_320.000_330.000.wav	Dishes,Speech
Y0jS_ViL5QmY_30.000_40.000.wav	Dog,Speech
YzAOSJhWFPX0_240.000_250.000.wav	Dishes,Speech
YuWlVXSKzTNE_260.000_270.000.wav	Dishes,Speech
YahOeb_3JKug_80.000_90.000.wav	Running_water
YpmMwa7oiGoc_330.000_340.000.wav	Blender
YUUr6FzEzRv8_140.000_150.000.wav	Vacuum_cleaner
Y0YeY1PT13uE_30.000_40.000.wav	Dog,Speech
Y1SqaB8qZfAY_100.000_110.000.wav	Dog
YeV9ALj0zJF8_180.000_190.000.wav	Speech
YjkkEMER0MKM_120.000_130.000.wav	Vacuum_cleaner
Y6BYS8Xf5qrY_60.000_70.000.wav	Alarm_bell_ringing
Y20p-Y9HEHPE_30.000_40.000.wav	Dog
YIN9ksOvBbuw_30.000_40.000.wav	Blender,Speech
Yy3onhW3KpWg_350.000_360.000.wav	Speech,Vacuum_cleaner
YGqPKKTyHKu4_20.000_30.000.wav	Blender,Speech
YAxaHC_TXbMQ_30.000_40.000.wav	Running_water
YbVCtjZGoYlI_0.000_10.000.wav	Running_water,Speech
YvO8AqXrgfRk_0.000_10.000.wav	Running_water
YDDMnFGVv4wM_30.000_40.000.wav	Frying
YcJkv34nR2C4_380.000_390.000.wav	Electric_shaver_toothbrush,Speech
Yptr87CaW-og_20.000_30.000.wav	Speech
YFTSoHGoiK40_100.000_110.000.wav	Running_water,Speech
Ynbp7MAkpWqk_90.000_100.000.wav	Running_water
YhJ0PybL0X8c_10.000_20.000.wav	Running_water
YQdQhsPru0Jc_220.000_230.000.wav	Running_water,Speech
YMq3dCGV00rU_30.000_40.000.wav	Frying
YGcJRdMLFxAU_60.000_70.000.wav	Speech
Ya2vbVTzcI8U_40.000_50.000.wav	Frying,Speech
YHUJ-ETH8edc_70.000_80.000.wav	Blender
Y0eeY89E_2zA_10.000_20.000.wav	Frying,Speech
Y6f3fRtY54LA_30.000_40.000.wav	Running_water,Speech
YvAtGlQMXE_0_30.000_40.000.wav	Alarm_bell_ringing
YdV1Fz-wxBg8_110.000_120.000.wav	Blender
Y-NrpfrEGq5w_40.000_50.000.wav	Dog,Speech
Y428We2O7PkU_30.000_40.000.wav	Cat,Speech
YTpqZ-RP5x3g_50.000_60.000.wav	Blender
Y6wtUZBZIjBs_3.000_13.000.wav	Cat,Speech
Y00PMurXGTMc_40.000_50.000.wav	Speech
Y_pNw60cdsCQ_10.000_20.000.wav	Running_water
YUj417erX2W8_50.000_60.000.wav	Dishes,Speech
YB284xSlU-3A_370.000_380.000.wav	Running_water,Speech
YZHYq2mu8X40_10.000_20.000.wav	Running_water
YNEaJGecTXYE_110.000_120.000.wav	Cat,Speech
YISqP59gOOOo_120.000_130.000.wav	Running_water,Speech
YYfCRbFCrWUY_140.000_150.000.wav	Vacuum_cleaner
YoqQprdO7IQ8_21.000_31.000.wav	Alarm_bell_ringing,Speech
YsQU98gszKgM_0.000_10.000.wav	Speech
YJw_DFS4dfZU_330.000_340.000.wav	Vacuum_cleaner
Yc42dYb7aSZQ_60.000_70.000.wav	Running_water
YBLgpht_dE_I_270.000_280.000.wav	Running_water
YsL7qHGcfToY_30.000_40.000.wav	Running_water,Speech
Y9mE6cJTX05c_30.000_40.000.wav	Cat,Speech
Yd9Bf0BQm2Mc_410.000_420.000.wav	Dishes,Speech
Y-ehkWBZK9cc_50.000_60.000.wav	Speech
YhwVIaon6MTk_230.000_240.000.wav	Running_water
YM20pf99cCeI_50.000_60.000.wav	Alarm_bell_ringing
YiWWHHDHqtpE_60.000_70.000.wav	Vacuum_cleaner
Y4XJwpOTURDw_30.000_40.000.wav	Dog
YfmvyYzwJXZk_30.000_40.000.wav	Alarm_bell_ringing
Y0qVa2q4rKIU_30.000_40.000.wav	Dog
YdFD7MqHgQSc_550.000_560.000.wav	Dishes,Speech
YUt_5VD_29_s_200.000_210.000.wav	Running_water,Speech
YB1Dyj3JsBTk_30.000_40.000.wav	Running_water
Y1zrWP_sJo6M_29.000_39.000.wav	Dog
Y0E1jIdp2z10_30.000_40.000.wav	Vacuum_cleaner
Y7LhT9eyxbpw_100.000_110.000.wav	Speech
Yf5mtzt-ZL7I_350.000_360.000.wav	Vacuum_cleaner
YVPojYP0bDf0_30.000_40.000.wav	Speech,Vacuum_cleaner
Y2PcEHVzOCdY_30.000_40.000.wav	Dog,Speech
YYqhH9Tpo5_8_150.000_160.000.wav	Blender
YIkBxTAza3dg_200.000_210.000.wav	Electric_shaver_toothbrush,Running_water
Yd6vHt-aeDq4_0.000_10.000.wav	Running_water
YrYSNM9oY2Fg_280.000_290.000.wav	Speech
YCf9UX8MNRLg_350.000_360.000.wav	Running_water,Speech
YGGCWmdNMr0Y_250.000_260.000.wav	Speech
Yib0MOpKsP_8_90.000_100.000.wav	Running_water
YKVBbLr4t70A_80.000_90.000.wav	Frying
Yk6ZylHjZWF8_80.000_90.000.wav	Running_water
YCo7vcfwWdrg_260.000_270.000.wav	Running_water,Speech
Yp3jKnTA1fjc_10.000_20.000.wav	Running_water
YIcbVViItpb0_90.000_100.000.wav	Blender
YuCdl6jMOkik_110.000_120.000.wav	Frying,Speech
YoKpAhaV-a9k_50.000_60.000.wav	Alarm_bell_ringing,Speech
YmuxG7Kf5KD8_10.000_20.000.wav	Running_water
YsXLhDblsJIU_20.000_30.000.wav	Speech
YK9mLjoIv9-c_0.000_10.000.wav	Dog
YFoKv_XjGPts_0.000_10.000.wav	Electric_shaver_toothbrush,Running_water,Speech
YfgAtEy_i7UI_0.000_10.000.wav	Running_water,Speech
YKx0eryXWMgE_7.000_17.000.wav	Cat,Speech
Yhv-_edMS1O4_60.000_70.000.wav	Dishes
YFTuRkTzmz58_50.000_60.000.wav	Vacuum_cleaner
Y6MFK0xxq0Es_30.000_40.000.wav	Cat,Speech
YcMHu8J982xM_70.000_80.000.wav	Vacuum_cleaner
YETx5TKStBrg_380.000_390.000.wav	Speech
YjnvnGk8evkc_160.000_170.000.wav	Dishes,Speech
YH-BEdsuYFFw_40.000_50.000.wav	Cat
YwNPkXcgWrBc_490.000_500.000.wav	Dishes,Frying
YIabsMMhgSzA_30.000_40.000.wav	Running_water
Y4YMKiJR9Tl8_20.000_30.000.wav	Running_water
YE24yvY-VDh4_260.000_270.000.wav	Dishes,Speech
YwtSQTl2lR6E_0.000_10.000.wav	Running_water,Speech
Yf89R4aTiVEw_480.000_490.000.wav	Speech
Y-CsyccdK-W0_30.000_40.000.wav	Dog,Speech
Y0NREcrTZMU0_30.000_40.000.wav	Running_water
YWQxjjWnoqsI_70.000_80.000.wav	Vacuum_cleaner
Y66s_MyBd47s_360.000_370.000.wav	Frying,Speech
Y4BZ0TPmuX_Q_30.000_40.000.wav	Cat,Speech
Y2kaOhNPxaY4_70.000_80.000.wav	Speech
Y3Z4rqTuKNYU_20.000_30.000.wav	Dog
Y9tyt5QT5p9g_10.000_20.000.wav	Running_water,Speech
Ycw5Q71pO58w_240.000_250.000.wav	Alarm_bell_ringing
YFge5Fhh-My4_40.000_50.000.wav	Cat
YM1CiglWeeCc_20.000_30.000.wav	Vacuum_cleaner
Y4SDkBPS1eug_0.000_10.000.wav	Cat
Y0ZyO42c3QEE_210.000_220.000.wav	Cat
Y2silQ-okQWE_80.000_90.000.wav	Vacuum_cleaner
YVH6tr1OUDcE_10.000_20.000.wav	Blender,Speech
YPPbBev35PuE_30.000_40.000.wav	Cat
YE2uKxZtwofo_100.000_110.000.wav	Cat
Y4aF2S8e9bts_30.000_40.000.wav	Cat
Ys4h7oLhKTBc_580.000_590.000.wav	Dishes,Speech
Y-8gLdsuPmOI_30.000_40.000.wav	Dog
YDKKC3ZfcTmQ_0.000_10.000.wav	Running_water
Yc9kexBoXrRM_30.000_40.000.wav	Speech
Y7Zg47JZd02Y_7.000_17.000.wav	Cat
YT_xL3V-5XD8_290.000_300.000.wav	Blender,Speech
YRNseuz3ec10_200.000_210.000.wav	Alarm_bell_ringing,Speech
YRnBlYNq2sFI_40.000_50.000.wav	Vacuum_cleaner
Y3XPVYM5dyfQ_30.000_40.000.wav	Speech
YmCBSkDlbYCg_120.000_130.000.wav	Dishes,Speech
YpjJniq2-sqE_420.000_430.000.wav	Dishes
Y88Scqncznmo_20.000_30.000.wav	Cat,Speech
YXoI-z8FyD8M_40.000_50.000.wav	Running_water
YMM8g2yMwcXE_60.000_70.000.wav	Running_water
YHcjJtccVsiY_60.000_70.000.wav	Vacuum_cleaner
YyiJArxdp0f0_120.000_130.000.wav	Blender
YveSEgSJyf3U_10.000_20.000.wav	Running_water
Y6qdVxAMusho_14.000_24.000.wav	Cat,Speech
Y4nGBQ1iyS-M_30.000_40.000.wav	Cat,Speech
Y7gF6va2iEu0_30.000_40.000.wav	Cat
YdcESRZkDbPQ_30.000_40.000.wav	Cat,Speech
YV_MV1LbIz9Y_70.000_80.000.wav	Vacuum_cleaner
YV8DELA9oYj0_160.000_170.000.wav	Running_water,Speech
Ys4pYqecpA9Q_30.000_40.000.wav	Vacuum_cleaner
YqrPvRCNTT_U_9.000_19.000.wav	Alarm_bell_ringing
YLEf8YRG2l34_30.000_40.000.wav	Cat
Y2MTRi1-yTzg_10.000_20.000.wav	Dog,Speech
Y2kOOgrG6LH0_30.000_40.000.wav	Cat
YSCBH3EV1Kyo_30.000_40.000.wav	Running_water
YbKEuVetRHxA_20.000_30.000.wav	Running_water
Yn1oSNrSdPTM_10.000_20.000.wav	Running_water,Speech
YvzvCdZqNjIg_260.000_270.000.wav	Frying,Speech
