label	Accelerating, revving, vroom	Alarm_bell_ringing	Animal	Applause	Bark	Bell	Bicycle bell	Bicycle, tricycle	Bird	Bird vocalization, bird call, bird song	Blender	Boat, Water vehicle	Boiling	Breathing	Burping, eructation	Bus	Buzz	Camera	Car	Cat	Cheering	Chewing, mastication	Chicken, rooster	Chirp, tweet	Chuckle, chortle	Clapping	Clock	Coin (dropping)	Computer keyboard	Cough	Crackle	Cricket	Crow	Crowd	Crumpling, crinkling	Crushing	Crying, sobbing	Cupboard open or close	Dishes	Dog	Domestic animals, pets	Door	Drawer open or close	Drill	Drip	Electric_shaver_toothbrush	Engine	Engine starting	Explosion	Fart	Female singing	Fill (with liquid)	Finger snapping	Fire	Fireworks	Fixed-wing aircraft, airplane	Fowl	Frying	Gasp	Giggle	Glass	Glass chink, clink	Glass shatter	Growling	Gunshot, gunfire	Gurgling, bubbling	Hammer	Hands	Hiss	Human group actions	Human voice	Insect	Keys jangling	Knock	Laughter	Liquid	Male singing	Mechanical fan	Mechanisms	Meow	Microwave oven	Motor vehicle (road)	Music	Pour	Power tool	Printer	Purr	Rain	Rattle	Run	Running_water	Scissors	Screaming	Shout	Sigh	Singing	Siren	Slam	Sliding door	Sneeze	Speech	Speech synthesizer	Splash, splatter	Squeak	Subway, metro, underground	Tap	Telephone	Thump, thud	Thunderstorm	Tick	Tick-tock	Tools	Traffic noise, roadway noise	Trickle, dribble	Truck	Typewriter	Typing	Vacuum_cleaner	Vehicle	Vehicle horn, car horn, honking, toot	Walk, footsteps	Water	Waves, surf	Whispering	Whoosh, swoosh, swish	Wind	Writing
Blender	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022805017103762	0.0464362850971922	0.0	0.0	0.004225352112676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133333333333333	0.0	0.0	0.0	0.0	0.0030487804878048	0.0	0.0114942528735632	0.0	0.018018018018018	0.0112781954887218	0.0	0.0	0.0	0.0018089130077289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045662100456621	0.0	0.0	0.0	0.0	0.0	0.0	0.0002629503023928	0.0	0.0040160642570281	0.0128205128205128	0.0069284064665127	0.0	0.0	0.0	0.0319148936170212	0.0	0.0	0.0666666666666666	0.0	0.0019074868860276	0.0	0.0	0.0	0.002119285498032	0.0376569037656903	0.0044843049327354	0.0147058823529411	0.0068094121207535	0.0	0.0	0.0	0.0100093109869646	0.0120481927710843	0.0	0.0	0.0	0.0	0.0	0.0	0.0002689618074233	0.0	0.0	0.0	0.0	0.0140845070422535	0.0	0.0	0.0	0.0	0.0082932433402742	0.0	0.0	0.0	0.0	0.007494004796163	0.0	0.0111524163568773	0.0	0.0064258001939864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068965517241379	0.0	0.0006297229219143	0.0014925373134328	0.0	0.0	0.0	0.0005589714924538	0.0
Boat, Water vehicle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007017543859649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003027550711474	0.0	0.0	0.0	0.0	0.0034246575342465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021505376344086	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014925373134328	0.0	0.0	0.0	0.0005589714924538	0.0
Boiling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011402508551881	0.0	0.0	0.0	0.0008450704225352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031244861042591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007888509071785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009079216161004	0.0	0.0	0.0	0.0	0.0024096385542168	0.0	0.0	0.0	0.0	0.0	0.0	0.0002689618074233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007180297264306	0.0	0.0	0.0	0.0	0.0008992805755395	0.0	0.0	0.0	0.0008486905916585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006297229219143	0.0014925373134328	0.0	0.0	0.0	0.0	0.0
Breathing	0.0	0.0473821989528795	0.0628930817610062	0.0	0.0253431890179514	0.0398773006134969	0.0	0.0	0.0444444444444444	0.0296465222348916	0.0442764578833693	0.0	0.0588235294117647	0.0638028169014084	0.027027027027027	0.0285714285714285	0.0	0.25	0.0	0.0631578947368421	0.0	0.0507246376811594	0.0	0.017094017094017	0.0533333333333333	0.029585798816568	0.0	0.0294117647058823	0.0	0.0640243902439024	0.0	0.0	0.0	0.036036036036036	0.0413533834586466	0.0	0.0149253731343283	0.1666666666666666	0.0373293866140437	0.0417889829045069	0.0357142857142857	0.059375	0.0	0.0	0.0326530612244898	0.0370942812982998	0.0909090909090909	0.0	0.0363636363636363	0.0	0.045662100456621	0.0	0.0294117647058823	0.0	0.0	0.0	0.0	0.0194583223770707	0.0284629981024667	0.0702811244979919	0.0	0.0161662817551963	0.0909090909090909	0.0200181983621474	0.0	0.0425531914893617	0.0	0.0697674418604651	0.0	0.0	0.0405340963280877	0.0449438202247191	0.0283687943262411	0.074074074074074	0.0711474417196488	0.0460251046025104	0.0201793721973094	0.0294117647058823	0.0442611787848982	0.0445205479452054	0.0175438596491228	0.0284974093264248	0.0216480446927374	0.053012048192771	0.0	0.0	0.0463576158940397	0.0	0.0493827160493827	0.0192307692307692	0.0478752017213555	0.1428571428571428	0.0287769784172661	0.0172043010752688	0.04	0.0422535211267605	0.0757575757575757	0.0757575757575757	0.0119047619047619	0.048780487804878	0.0439434192575572	0.0085106382978723	0.0694444444444444	0.0492610837438423	0.0	0.0377697841726618	0.0263157894736842	0.0408921933085501	0.0	0.0471629485935984	0.0384615384615384	0.0	0.0217391304347826	0.0421052631578947	0.0	0.0	0.125	0.0682492581602373	0.0	0.0129870129870129	0.0377833753148614	0.0283582089552238	0.0	0.0642201834862385	0.0	0.029066517607602	0.2
Burping, eructation	0.0	0.000130890052356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001408450704225	0.1081081081081081	0.0	0.0	0.0	0.0	0.0007017543859649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009082652134423	0.0	0.0022421524663677	0.0	0.0003026405387001	0.0	0.0	0.0	0.0004655493482309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018827326519634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119047619047619	0.0	0.0003231133768938	0.0042553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004849660523763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bus	0.0	0.000523560209424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001408450704225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002008032128514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002327746741154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119047619047619	0.0	0.0001436059452861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Buzz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011402508551881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114942528735632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001726817475392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001408450704225	0.0	0.0	0.0	0.0	0.0	0.0007017543859649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003027550711474	0.0	0.0	0.0	7.566013467503972e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121241513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Car	0.0	0.000523560209424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002384358607534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.566013467503972e-05	0.0	0.0	0.0025906735751295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001436059452861	0.0	0.0	0.0	0.0	0.0002997601918465	0.0	0.0	0.0	0.000121241513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006297229219143	0.0	0.0	0.0	0.0	0.0005589714924538	0.0
Cat	0.0	0.0	0.0283018867924528	0.0	0.0010559662090813	0.0030674846625766	0.0	0.0	0.1111111111111111	0.0114025085518814	0.0	0.1	0.0	0.0184507042253521	0.027027027027027	0.0	0.0	0.25	0.0	0.1887719298245614	0.0	0.0	0.0	0.0119658119658119	0.0066666666666666	0.0	0.0	0.0	0.0	0.0121951219512195	0.0	0.0114942528735632	0.0	0.0	0.0338345864661654	0.0	0.0	0.0	0.0	0.0006907269901571	0.0357142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273972602739726	0.0224719101123595	0.0294117647058823	0.0	0.0	0.0	0.0	0.0	0.0303605313092979	0.0401606425702811	0.0	0.0	0.0	0.0036396724294813	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0200286123032904	0.0	0.0	0.0	0.0211928549803209	0.00418410041841	0.0112107623318385	0.0735294117647058	0.0162669289551335	0.1472602739726027	0.0	0.0414507772020725	0.0083798882681564	0.0	0.0	0.0	0.1986754966887417	0.0	0.074074074074074	0.0	0.0010758472296933	0.0	0.0	0.0301075268817204	0.06	0.0140845070422535	0.0	0.0	0.0	0.0121951219512195	0.0156171465498671	0.0	0.0	0.0049261083743842	0.0	0.0098920863309352	0.0	0.0148698884758364	0.0	0.0158826382153249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006297229219143	0.0119402985074626	0.0	0.018348623853211	0.0	0.0072666294019005	0.0
Cheering	0.0	0.000130890052356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059171597633136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chewing, mastication	0.0	0.0	0.0	0.0	0.0	0.0030674846625766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026760563380281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3115942028985507	0.0	0.0	0.0066666666666666	0.0	0.0	0.0	0.0	0.0030487804878048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087156717645124	0.0001726817475392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0112359550561797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140562248995983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004768717215069	0.0	0.0	0.0	0.0012110202845897	0.0	0.0	0.0	0.0037073465990769	0.0	0.0	0.0	0.0006983240223463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019386802613628	0.0	0.0	0.0	0.0	0.000599520383693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036697247706422	0.0	0.0	0.0
Chicken, rooster	0.0	0.0	0.0	0.0	0.0003519887363604	0.0	0.0	0.0	0.0	0.0011402508551881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017094017094017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003453634950785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.180297264306742e-05	0.0	0.0	0.0	0.0	0.0002997601918465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chirp, tweet	0.0	0.0104712041884816	0.0031446540880503	0.0	0.0126715945089757	0.0030674846625766	0.0	0.0	0.0	0.0011402508551881	0.0	0.0	0.0	0.0049295774647887	0.0	0.0	0.0	0.0	0.0	0.0042105263157894	0.0	0.0	0.3125	0.2017094017094017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114942528735632	0.0	0.0	0.0	0.0	0.0	0.0	0.0003288932741325	0.0105335865998963	0.0	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013147515119642	0.0037950664136622	0.0	0.0	0.0	0.0	0.0263876251137397	0.010752688172043	0.0425531914893617	0.0	0.0	0.0	0.0	0.0047687172150691	0.1011235955056179	0.0	0.0	0.0	0.0209205020920502	0.0112107623318385	0.0	0.0024211243096012	0.0034246575342465	0.0	0.0544041450777202	0.0044227188081936	0.0096385542168674	0.0	0.0	0.0	0.0	0.0	0.0128205128205128	0.0045723507261968	0.0	0.0287769784172661	0.0	0.05	0.0	0.0	0.0454545454545454	0.0	0.0	0.005923745243053	0.0	0.0	0.0	0.0	0.0035971223021582	0.0	0.0	0.0	0.0067895247332686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089020771513353	0.0413793103448275	0.0	0.0138539042821158	0.0	0.0	0.0	0.0	0.0380100614868641	0.0
Chuckle, chortle	0.0	0.000261780104712	0.0	0.0	0.0003519887363604	0.0030674846625766	0.0	0.0	0.0	0.0	0.0021598272138228	0.0	0.0	0.0012676056338028	0.0	0.0	0.0	0.0	0.0	0.0007017543859649	0.0	0.0072463768115942	0.0	0.0	0.0133333333333333	0.0059171597633136	0.0	0.0	0.0	0.0030487804878048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004933399111988	0.0006907269901571	0.0	0.0	0.0	0.0	0.0	0.0007727975270479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002629503023928	0.0037950664136622	0.0	0.0	0.0	0.0	0.0009099181073703	0.0	0.0	0.0	0.0	0.0	0.0	0.0011921793037672	0.0	0.0	0.0	0.0	0.0	0.0022421524663677	0.0	0.0003783006733751	0.0034246575342465	0.0	0.0	0.0002327746741154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002689618074233	0.0	0.0071942446043165	0.0064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.000610325267466	0.0	0.0034722222222222	0.0	0.0	0.000599520383693	0.0	0.0	0.0	0.0003637245392822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089020771513353	0.0	0.0	0.0	0.0014925373134328	0.0	0.0	0.0	0.0	0.0
Clapping	0.0	0.0009162303664921	0.0	0.0	0.0035198873636043	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0014084507042253	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0066666666666666	0.1124260355029585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011511264594639	0.0022448627180107	0.0	0.0	0.0	0.0	0.0040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0080321285140562	0.0	0.0	0.0	0.0018198362147406	0.0	0.0	0.0	0.0	0.0	0.0	0.0002384358607534	0.0	0.0	0.0	0.0036330608537693	0.0	0.0	0.0	0.0009835817507755	0.0	0.0	0.0	0.0013966480446927	0.0	0.0	0.0	0.0	0.0	0.0123456790123456	0.0	0.0013448090371167	0.0	0.0	0.0021505376344086	0.0	0.0	0.0151515151515151	0.0151515151515151	0.0	0.0	0.0013642564802182	0.0	0.0	0.0	0.0	0.0014988009592326	0.0	0.0	0.0	0.0002424830261881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0178041543026706	0.0	0.0	0.0012594458438287	0.0014925373134328	0.0	0.0	0.0	0.0	0.0
Clock	0.0	0.000130890052356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.566013467503972e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121241513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coin (dropping)	0.0	0.000130890052356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001408450704225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001726817475392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004768717215069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002269804040251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001077044589646	0.0	0.0	0.0	0.0	0.0008992805755395	0.0	0.0018587360594795	0.0	0.000121241513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029673590504451	0.0	0.0	0.0	0.0	0.0	0.0030581039755351	0.0	0.0	0.0
Computer keyboard	0.0	0.0011780104712041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014306151645207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015132026935	0.0	0.0	0.0	0.0016294227188081	0.0	0.0	0.0526315789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003231133768938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121241513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006297229219143	0.0	0.0	0.0	0.0	0.0	0.0
Cough	0.0	0.0037958115183246	0.0	0.0	0.0014079549454417	0.0061349693251533	0.0	0.0	0.0	0.0	0.0010799136069114	0.0	0.0	0.002112676056338	0.0	0.0	0.0	0.0	0.0	0.0021052631578947	0.0	0.0072463768115942	0.0	0.0	0.0066666666666666	0.0	0.0	0.0	0.0	0.1006097560975609	0.0	0.0	0.0	0.009009009009009	0.0	0.0	0.0	0.0	0.0016444663706627	0.0012087722327749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224719101123595	0.0	0.0	0.0	0.0	0.0	0.0007888509071785	0.0208728652751423	0.0200803212851405	0.0	0.0023094688221709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059608965188364	0.0	0.0	0.0	0.0069633666363911	0.0	0.0044843049327354	0.0	0.0023454641749262	0.0	0.0	0.005181347150259	0.0004655493482309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029585798816568	0.0	0.0	0.0064516129032258	0.0	0.0	0.0	0.0	0.0	0.0121951219512195	0.0021899906656135	0.0	0.0138888888888888	0.0	0.0	0.0002997601918465	0.0	0.0	0.0	0.0019398642095053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crackle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002327746741154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002689618074233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.590148632153371e-05	0.0	0.0	0.0	0.0	0.0002997601918465	0.0	0.0018587360594795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
